1	10	1	6	1	135	5	1726	55	5114
1	10	2	7	26	160	5	1726	55	5114
1	10	3	8	51	185	5	1726	55	5114
1	10	4	9	76	210	5	1726	55	5114
1	10	5	10	101	235	5	1726	55	5114
1	10	6	11	126	260	5	1726	55	5114
1	10	7	12	151	285	5	1726	55	5114
1	10	8	13	176	310	5	1726	55	5114
1	10	9	14	201	335	5	1726	55	5114
1	10	10	15	226	360	5	1726	55	5114
1	10	11	16	251	385	5	1726	55	5114
1	10	12	17	276	410	5	1726	55	5114
1	10	13	18	301	435	5	1726	55	5114
1	10	14	19	326	460	5	1726	55	5114
1	10	15	20	351	485	5	1726	55	5114
1	10	16	21	376	510	5	1726	55	5114
1	10	17	22	401	535	5	1726	55	5114
1	10	18	23	426	560	5	1726	55	5114
1	10	19	24	451	585	5	1726	55	5114
1	10	20	25	476	610	5	1726	55	5114
1	10	21	26	501	635	5	1726	55	5114
1	10	22	27	526	660	5	1726	55	5114
1	10	23	28	551	685	5	1726	55	5114
1	10	24	29	576	710	5	1726	55	5114
1	10	25	30	601	735	5	1726	55	5114
1	10	26	31	626	760	5	1726	55	5114
1	10	27	32	651	785	5	1726	55	5114
1	10	28	33	676	810	5	1726	55	5114
1	10	29	34	701	835	5	1726	55	5114
1	10	30	35	726	860	5	1726	55	5114
1	10	31	36	751	885	5	1726	55	5114
1	10	32	37	776	910	5	1726	55	5114
1	10	33	38	801	935	5	1726	55	5114
1	10	34	39	826	960	5	1726	55	5114
1	10	35	40	851	985	5	1726	55	5114
1	11	1	6	1	136	5	1772	55	5658
1	11	2	7	26	161	5	1772	55	5658
1	11	3	8	51	186	5	1772	55	5658
1	11	4	9	76	211	5	1772	55	5658
1	11	5	10	101	236	5	1772	55	5658
1	11	6	11	126	261	5	1772	55	5658
1	11	7	12	151	286	5	1772	55	5658
1	11	8	13	176	311	5	1772	55	5658
1	11	9	14	201	336	5	1772	55	5658
1	11	10	15	226	361	5	1772	55	5658
1	11	11	16	251	386	5	1772	55	5658
1	11	12	17	276	411	5	1772	55	5658
1	11	13	18	301	436	5	1772	55	5658
1	11	14	19	326	461	5	1772	55	5658
1	11	15	20	351	486	5	1772	55	5658
1	11	16	21	376	511	5	1772	55	5658
1	11	17	22	401	536	5	1772	55	5658
1	11	18	23	426	561	5	1772	55	5658
1	11	19	24	451	586	5	1772	55	5658
1	11	20	25	476	611	5	1772	55	5658
1	11	21	26	501	636	5	1772	55	5658
1	11	22	27	526	661	5	1772	55	5658
1	11	23	28	551	686	5	1772	55	5658
1	11	24	29	576	711	5	1772	55	5658
1	11	25	30	601	736	5	1772	55	5658
1	11	26	31	626	761	5	1772	55	5658
1	11	27	32	651	786	5	1772	55	5658
1	11	28	33	676	811	5	1772	55	5658
1	11	29	34	701	836	5	1772	55	5658
1	11	30	35	726	861	5	1772	55	5658
1	11	31	36	751	886	5	1772	55	5658
1	11	32	37	776	911	5	1772	55	5658
1	11	33	38	801	936	5	1772	55	5658
1	11	34	39	826	961	5	1772	55	5658
1	11	35	40	851	986	5	1772	55	5658
1	12	1	6	1	137	5	1619	55	5376
1	12	2	7	26	162	5	1619	55	5376
1	12	3	8	51	187	5	1619	55	5376
1	12	4	9	76	212	5	1619	55	5376
1	12	5	10	101	237	5	1619	55	5376
1	12	6	11	126	262	5	1619	55	5376
1	12	7	12	151	287	5	1619	55	5376
1	12	8	13	176	312	5	1619	55	5376
1	12	9	14	201	337	5	1619	55	5376
1	12	10	15	226	362	5	1619	55	5376
1	12	11	16	251	387	5	1619	55	5376
1	12	12	17	276	412	5	1619	55	5376
1	12	13	18	301	437	5	1619	55	5376
1	12	14	19	326	462	5	1619	55	5376
1	12	15	20	351	487	5	1619	55	5376
1	12	16	21	376	512	5	1619	55	5376
1	12	17	22	401	537	5	1619	55	5376
1	12	18	23	426	562	5	1619	55	5376
1	12	19	24	451	587	5	1619	55	5376
1	12	20	25	476	612	5	1619	55	5376
1	12	21	26	501	637	5	1619	55	5376
1	12	22	27	526	662	5	1619	55	5376
1	12	23	28	551	687	5	1619	55	5376
1	12	24	29	576	712	5	1619	55	5376
1	12	25	30	601	737	5	1619	55	5376
1	12	26	31	626	762	5	1619	55	5376
1	12	27	32	651	787	5	1619	55	5376
1	12	28	33	676	812	5	1619	55	5376
1	12	29	34	701	837	5	1619	55	5376
1	12	30	35	726	862	5	1619	55	5376
1	12	31	36	751	887	5	1619	55	5376
1	12	32	37	776	912	5	1619	55	5376
1	12	33	38	801	937	5	1619	55	5376
1	12	34	39	826	962	5	1619	55	5376
1	12	35	40	851	987	5	1619	55	5376
1	13	1	5	1	113	4	1794	55	5080
1	13	2	6	26	138	4	1794	55	5080
1	13	3	7	51	163	4	1794	55	5080
1	13	4	8	76	188	4	1794	55	5080
1	13	5	9	101	213	4	1794	55	5080
1	13	6	10	126	238	4	1794	55	5080
1	13	7	11	151	263	4	1794	55	5080
1	13	8	12	176	288	4	1794	55	5080
1	13	9	13	201	313	4	1794	55	5080
1	13	10	14	226	338	4	1794	55	5080
1	13	11	15	251	363	4	1794	55	5080
1	13	12	16	276	388	4	1794	55	5080
1	13	13	17	301	413	4	1794	55	5080
1	13	14	18	326	438	4	1794	55	5080
1	13	15	19	351	463	4	1794	55	5080
1	13	16	20	376	488	4	1794	55	5080
1	13	17	21	401	513	4	1794	55	5080
1	13	18	22	426	538	4	1794	55	5080
1	13	19	23	451	563	4	1794	55	5080
1	13	20	24	476	588	4	1794	55	5080
1	13	21	25	501	613	4	1794	55	5080
1	13	22	26	526	638	4	1794	55	5080
1	13	23	27	551	663	4	1794	55	5080
1	13	24	28	576	688	4	1794	55	5080
1	13	25	29	601	713	4	1794	55	5080
1	13	26	30	626	738	4	1794	55	5080
1	13	27	31	651	763	4	1794	55	5080
1	13	28	32	676	788	4	1794	55	5080
1	13	29	33	701	813	4	1794	55	5080
1	13	30	34	726	838	4	1794	55	5080
1	13	31	35	751	863	4	1794	55	5080
1	13	32	36	776	888	4	1794	55	5080
1	13	33	37	801	913	4	1794	55	5080
1	13	34	38	826	938	4	1794	55	5080
1	13	35	39	851	963	4	1794	55	5080
1	13	36	40	876	988	4	1794	55	5080
2	10	1	5	2	110	4	1558	55	5500
2	10	2	6	27	135	4	1558	55	5500
2	10	3	7	52	160	4	1558	55	5500
2	10	4	8	77	185	4	1558	55	5500
2	10	5	9	102	210	4	1558	55	5500
2	10	6	10	127	235	4	1558	55	5500
2	10	7	11	152	260	4	1558	55	5500
2	10	8	12	177	285	4	1558	55	5500
2	10	9	13	202	310	4	1558	55	5500
2	10	10	14	227	335	4	1558	55	5500
2	10	11	15	252	360	4	1558	55	5500
