1	253	822	19	9000
2	284	967	2	9000
3	359	972	8	9000
4	304	846	30	9000
5	207	617	8	11000
6	383	973	15	9000
7	80	742	15	9000
8	58	742	2	9000
9	7	695	15	9000
10	426	848	6	11000
11	383	998	2	9000
12	380	993	27	9000
13	427	969	25	9000
14	357	919	4	9000
15	230	719	25	11000
16	401	992	15	9000
17	305	1000	17	9000
18	459	996	15	9000
19	104	675	25	9000
20	328	743	15	11000
21	80	922	27	9000
22	28	697	32	9000
23	457	992	21	9000
24	406	971	29	9000
25	303	800	19	11000
26	281	922	25	9000
27	155	720	11	9000
28	281	942	17	9000
29	7	992	23	9000
30	227	725	25	11000
31	354	967	32	9000
32	382	943	32	9000
33	55	946	2	9000
34	31	567	8	9000
35	356	796	29	11000
36	1	849	36	9000
37	28	846	11	9000
38	405	970	36	9000
39	201	942	10	9000
40	281	750	19	11000
41	409	997	4	9000
42	330	893	2	9000
43	228	769	2	9000
44	32	875	10	9000
45	251	675	21	11000
46	431	992	8	9000
47	128	948	4	9000
48	58	600	32	9000
49	305	996	23	9000
50	556	997	4	11000
51	108	699	19	9000
52	430	1000	4	9000
53	231	842	29	9000
54	378	950	15	9000
55	551	968	6	11000
56	359	996	21	9000
57	30	867	10	9000
58	109	745	21	9000
59	301	917	25	9000
60	133	574	4	11000
61	184	975	19	9000
62	26	700	19	9000
63	251	971	13	9000
64	432	993	4	9000
65	332	819	27	11000
66	9	798	13	9000
67	230	848	38	9000
68	131	918	17	9000
69	453	996	29	9000
70	180	593	25	11000
71	183	820	11	9000
72	226	868	19	9000
73	178	947	4	9000
74	454	992	8	9000
75	278	771	6	11000
76	207	823	13	9000
77	176	822	32	9000
78	127	842	17	9000
79	254	995	29	9000
80	379	843	32	11000
81	376	969	15	9000
82	103	693	6	9000
83	427	969	8	9000
84	403	945	4	9000
85	482	867	38	11000
86	307	967	4	9000
87	232	897	27	9000
88	358	969	2	9000
89	102	875	34	9000
90	81	542	11	11000
91	284	868	21	9000
92	105	747	25	9000
93	2	549	10	9000
94	251	923	17	9000
95	307	793	21	11000
96	305	994	15	9000
97	334	974	15	9000
98	376	925	30	9000
99	454	999	25	9000
100	155	596	13	11000
101	308	920	2	9000
102	153	692	38	9000
103	284	898	30	9000
104	106	672	17	9000
105	377	824	2	11000
106	252	848	21	9000
107	201	870	11	9000
108	277	975	21	9000
109	308	946	36	9000
110	376	799	30	11000
111	253	871	32	9000
112	377	949	6	9000
113	104	872	13	9000
114	9	768	8	9000
115	526	920	21	11000
116	278	946	30	9000
117	134	825	34	9000
118	55	596	29	9000
119	156	697	2	9000
120	427	822	11	11000
121	132	768	38	9000
122	355	1000	25	9000
123	129	823	11	9000
124	456	994	36	9000
125	534	919	21	11000
126	231	950	30	9000
127	428	995	13	9000
128	329	867	10	9000
129	280	917	38	9000
130	84	547	4	11000
131	409	1000	30	9000
132	58	599	21	9000
133	134	747	4	9000
134	277	999	23	9000
135	608	997	4	11000
136	58	644	13	9000
137	84	769	8	9000
138	102	700	36	9000
139	355	897	6	9000
140	4	467	19	11000
141	154	719	32	9000
142	451	998	27	9000
143	259	850	4	9000
144	159	949	15	9000
145	605	996	25	11000
146	276	924	10	9000
147	81	723	11	9000
148	103	647	4	9000
149	280	920	38	9000
150	131	548	27	11000
151	56	699	10	9000
152	227	918	6	9000
153	27	844	17	9000
154	129	795	13	9000
155	334	799	2	11000
156	31	594	25	9000
157	284	967	36	9000
158	256	924	2	9000
159	159	999	13	9000
160	205	646	13	11000
161	452	997	30	9000
162	430	975	4	9000
163	5	947	10	9000
164	154	921	15	9000
165	4	423	2	11000
166	56	894	15	9000
167	51	817	30	9000
168	434	972	30	9000
169	258	949	19	9000
170	155	572	25	11000
171	433	974	21	9000
172	83	642	23	9000
173	5	867	11	9000
174	378	949	25	9000
175	506	996	8	11000
176	256	973	29	9000
177	429	992	34	9000
178	333	924	29	9000
179	330	867	36	9000
180	184	692	2	11000
181	252	999	8	9000
182	104	867	34	9000
183	81	817	10	9000
184	332	948	21	9000
185	179	600	34	11000
186	5	621	11	9000
187	108	844	32	9000
188	377	996	6	9000
189	333	996	10	9000
190	232	622	11	11000
191	77	946	38	9000
192	305	874	30	9000
193	281	872	25	9000
194	378	947	19	9000
195	583	994	11	11000
196	226	773	6	9000
197	427	971	19	9000
198	107	745	23	9000
199	6	820	29	9000
200	606	996	30	11000
201	177	745	29	9000
202	54	718	21	9000
203	276	975	11	9000
204	354	896	15	9000
205	559	944	13	11000
206	55	848	8	9000
207	453	996	32	9000
208	354	998	8	9000
209	109	872	29	9000
210	484	869	17	11000
211	381	923	36	9000
212	232	996	10	9000
213	31	995	23	9000
214	282	823	27	9000
215	530	972	4	11000
216	77	667	30	9000
217	403	942	30	9000
218	155	897	17	9000
219	58	700	36	9000
220	327	771	11	11000
221	257	798	29	9000
222	107	744	19	9000
223	454	994	21	9000
224	206	924	17	9000
225	327	721	4	11000
226	205	842	32	9000
227	304	900	19	9000
228	58	700	36	9000
229	153	943	34	9000
230	82	598	25	11000
231	201	748	13	9000
232	153	994	34	9000
233	55	870	34	9000
234	434	994	17	9000
235	230	744	29	11000
236	1	620	30	9000
237	253	898	11	9000
238	353	967	8	9000
239	308	996	21	9000
240	4	471	19	11000
241	253	946	17	9000
242	26	972	17	9000
243	234	847	17	9000
244	259	923	27	9000
245	4	521	34	11000
246	183	771	23	9000
247	81	898	4	9000
248	455	999	10	9000
