1	26	700	28	9000
2	51	650	7	9000
3	8	594	2	9000
4	281	996	50	9000
5	383	892	50	11000
6	228	897	50	9000
7	352	993	20	9000
8	130	725	24	9000
9	133	920	11	9000
10	328	748	50	11000
11	231	771	14	9000
12	209	767	42	9000
13	404	948	8	9000
14	53	847	16	9000
15	207	673	27	11000
16	9	850	50	9000
17	401	949	41	9000
18	256	843	10	9000
19	52	649	7	9000
20	458	971	50	11000
21	232	797	14	9000
22	256	868	27	9000
23	155	793	37	9000
24	354	970	16	9000
25	32	493	2	11000
26	157	849	50	9000
27	430	992	14	9000
28	33	769	26	9000
29	276	825	11	9000
30	154	645	17	11000
31	58	599	34	9000
32	426	997	11	9000
33	328	923	50	9000
34	276	899	15	9000
35	2	400	39	11000
36	4	999	8	9000
37	402	968	15	9000
38	154	843	32	9000
39	131	875	5	9000
40	602	998	50	11000
41	234	768	50	9000
42	181	742	47	9000
43	179	975	39	9000
44	251	842	24	9000
45	502	997	50	11000
46	282	848	34	9000
47	380	945	40	9000
48	351	899	37	9000
49	332	948	16	9000
50	204	670	47	11000
51	129	695	50	9000
52	102	847	50	9000
53	356	950	40	9000
54	55	872	50	9000
55	609	995	35	11000
56	381	947	7	9000
57	430	974	50	9000
58	251	824	23	9000
59	128	924	21	9000
60	609	994	50	11000
61	8	868	50	9000
62	308	996	50	9000
63	205	748	13	9000
64	431	993	41	9000
65	557	970	27	11000
66	206	849	12	9000
67	153	825	37	9000
68	203	898	21	9000
69	408	993	26	9000
70	26	522	29	11000
71	276	971	47	9000
72	277	900	50	9000
73	29	743	36	9000
74	252	925	11	9000
75	506	970	13	11000
76	279	849	50	9000
77	78	918	7	9000
78	258	795	44	9000
79	34	650	50	9000
80	34	467	42	11000
81	430	993	50	9000
82	56	922	15	9000
83	251	917	50	9000
84	280	845	22	9000
85	482	968	45	11000
86	5	995	41	9000
87	102	775	37	9000
88	257	844	9	9000
89	453	992	38	9000
90	451	921	36	11000
91	52	824	50	9000
92	329	945	13	9000
93	178	975	35	9000
94	252	894	42	9000
95	606	992	21	11000
96	403	993	5	9000
97	104	771	11	9000
98	383	996	26	9000
99	59	924	39	9000
100	157	599	35	11000
101	383	924	6	9000
102	259	921	50	9000
103	454	994	18	9000
104	1	868	38	9000
105	101	522	50	11000
106	382	992	16	9000
107	5	700	16	9000
108	59	847	14	9000
109	233	818	50	9000
110	108	568	47	11000
111	308	923	43	9000
112	455	992	30	9000
113	179	722	50	9000
114	329	992	50	9000
115	183	572	49	11000
116	29	1000	50	9000
117	76	646	50	9000
118	253	972	26	9000
119	406	948	26	9000
120	128	597	47	11000
121	204	744	30	9000
122	126	945	50	9000
123	257	875	12	9000
124	153	994	27	9000
125	105	623	36	11000
126	402	947	24	9000
127	305	843	41	9000
128	279	972	35	9000
129	33	968	46	9000
130	30	548	35	11000
131	34	971	9	9000
132	258	846	50	9000
133	27	624	25	9000
134	282	818	39	9000
135	529	944	12	11000
136	452	992	3	9000
137	358	995	13	9000
138	26	875	6	9000
139	153	799	11	9000
140	504	949	3	11000
141	129	694	50	9000
142	404	997	17	9000
143	184	871	50	9000
144	402	944	13	9000
145	607	996	50	11000
146	108	974	50	9000
147	232	868	36	9000
148	255	874	50	9000
149	329	920	25	9000
150	232	673	6	11000
151	57	993	11	9000
152	7	875	22	9000
153	282	925	9	9000
154	405	947	21	9000
155	283	720	50	11000
156	182	925	42	9000
157	233	797	37	9000
158	57	999	50	9000
159	53	845	25	9000
160	426	870	13	11000
161	184	843	50	9000
162	303	875	33	9000
163	278	919	50	9000
164	454	993	35	9000
165	283	798	50	11000
166	107	898	9	9000
167	309	945	44	9000
168	7	621	28	9000
169	430	997	49	9000
170	483	998	46	11000
171	30	643	38	9000
172	251	872	31	9000
173	353	925	50	9000
174	34	721	6	9000
175	507	922	13	11000
176	184	720	28	9000
177	234	943	44	9000
178	106	643	1	9000
179	31	995	34	9000
180	328	795	20	11000
181	303	998	38	9000
182	104	973	40	9000
183	233	919	16	9000
184	231	900	50	9000
185	403	822	40	11000
186	208	873	18	9000
187	82	668	25	9000
188	8	649	50	9000
189	383	922	50	9000
190	328	770	50	11000
191	103	847	13	9000
192	28	867	14	9000
193	403	943	23	9000
194	204	819	50	9000
